"objid","baumnummer","geometry"
"95195","RI-2132","POINT (2686237.8 1245134.4)"
"225872","RI-2121","POINT (2686258.5 1245166.2)"
"88385","RI-2107","POINT (2686247.5 1245247)"
"97268","RI-2143","POINT (2686233 1245156.5)"
"101954","RI-2083","POINT (2686353.5 1245195.5)"
"125456","RI-2043","POINT (2686252.5 1245240.2)"
"95291","RI-2226","POINT (2686153.5 1245235.4)"
"102161","RI-4685","POINT (2686154.8 1245229.9)"
"125324","RI-2066","POINT (2686178.5 1245244.8)"
"95225","RI-2156","POINT (2686217.8 1245200.4)"
"124778","RI-1997","POINT (2686142.5 1245212.4)"
"95357","RI-2206","POINT (2686183.8 1245126.9)"
"95294","RI-2183","POINT (2686165.8 1245262)"
"125327","RI-2054","POINT (2686217 1245212.9)"
"95162","RI-2114","POINT (2686242.5 1245261.4)"
"95168","RI-2105","POINT (2686249 1245251.6)"
"97274","RI-2144","POINT (2686225.5 1245156)"
"97250","RI-2124","POINT (2686262.5 1245141.6)"
"95519","RI-2109","POINT (2686255 1245263.6)"
"95147","RI-2015","POINT (2686302.5 1245245.4)"
"125441","RI-2041","POINT (2686296.5 1245197.4)"
"101843","RI-2068","POINT (2686173.2 1245224.4)"
"95384","RI-2204","POINT (2686190.2 1245128.5)"
"233462","RI-2027","POINT (2686133.5 1245284.6)"
"226868","RI-2047","POINT (2686300.8 1245239)"
"97202","RI-2087","POINT (2686361.8 1245203.8)"
"95276","RI-2186","POINT (2686159 1245280.8)"
"205694","RI-7214","POINT (2686392 1245189.5)"
"225875","RI-2136","POINT (2686224.5 1245165.9)"
"97253","RI-2123","POINT (2686252.5 1245140.2)"
"226355","RI-2080","POINT (2686337.5 1245188.2)"
"95288","RI-2067","POINT (2686157 1245252.9)"
"226346","RI-2039","POINT (2686310.2 1245150.4)"
"226361","RI-2040","POINT (2686310.2 1245172.4)"
"95279","RI-2184","POINT (2686147.5 1245278.4)"
"116150","RI-4592","POINT (2686432 1245187.4)"
"95177","RI-2099","POINT (2686284.5 1245243.1)"
"233474","RI-2134","POINT (2686228 1245133.4)"
"97238","RI-2038","POINT (2686315 1245152.5)"
"95210","RI-2150","POINT (2686229 1245142.5)"
"101834","RI-2024","POINT (2686160 1245152.2)"
"95375","RI-2222","POINT (2686214 1245133.5)"
"226865","RI-2096","POINT (2686308 1245239.4)"
"101945","RI-2014","POINT (2686320 1245230.2)"
"101831","RI-2202","POINT (2686202.2 1245123.1)"
"95381","RI-2205","POINT (2686188.2 1245127)"
"124664","RI-2194","POINT (2686156.5 1245163.1)"
"95246","RI-2171","POINT (2686194.5 1245217.5)"
"97211","RI-2081","POINT (2686341.2 1245195.4)"
"116147","RI-4591","POINT (2686430.5 1245214)"
"101753","RI-2215","POINT (2686213.2 1245112.9)"
"125315","RI-1994","POINT (2686193.2 1245223.5)"
"175223","RI-5756","POINT (2686210.8 1245154.1)"
"97190","RI-2090","POINT (2686384.5 1245186.9)"
"124661","RI-2025","POINT (2686159 1245154.9)"
"124790","RI-2055","POINT (2686226 1245178.1)"
"95351","RI-2191","POINT (2686167.5 1245187.6)"
"101840","RI-2070","POINT (2686154 1245233.4)"
"101822","RI-2210","POINT (2686201.5 1245117.4)"
"120053","RI-2175","POINT (2686175.5 1245294.9)"
"226364","RI-2079","POINT (2686319.5 1245165.9)"
"125204","RI-2059","POINT (2686197.2 1245174.5)"
"225869","RI-2033","POINT (2686267.5 1245133.4)"
"125213","RI-2060","POINT (2686181.5 1245196.4)"
"95300","RI-2188","POINT (2686160.8 1245215.6)"
"125321","RI-2152","POINT (2686155 1245213.9)"
"95264","RI-2169","POINT (2686193.2 1245254.9)"
"125444","RI-2088","POINT (2686358 1245177)"
"95189","RI-2130","POINT (2686240.2 1245125.8)"
"225884","RI-2118","POINT (2686250 1245197.9)"
"97232","RI-2074","POINT (2686264 1245194.6)"
"125342","RI-2065","POINT (2686188.8 1245273)"
"95363","RI-2213","POINT (2686189.2 1245121.8)"
"95213","RI-2230","POINT (2686220 1245177.8)"
"124658","RI-2195","POINT (2686163.5 1245143.6)"
"233468","RI-2182","POINT (2686145.8 1245270.6)"
"101828","RI-2199","POINT (2686206.5 1245128.4)"
"101933","RI-2031","POINT (2686218.5 1245155.6)"
"208091","RI-4822","POINT (2686335.2 1245103)"
"95171","RI-2110","POINT (2686267.2 1245253.6)"
"227363","RI-2019","POINT (2686266 1245261.8)"
"97265","RI-2141","POINT (2686234.8 1245149.4)"
"95510","RI-2201","POINT (2686199.2 1245124.6)"
"120089","RI-2174","POINT (2686159.5 1245295.8)"
"208079","RI-4826","POINT (2686369.8 1245106.6)"
"225881","RI-2030","POINT (2686216.8 1245161.8)"
"206048","RI-7215","POINT (2686390.2 1245184.2)"
"225878","RI-2137","POINT (2686221.5 1245173.1)"
"225887","RI-2075","POINT (2686272.8 1245165.1)"
"125195","RI-2220","POINT (2686208.5 1245120.6)"
"95231","RI-2162","POINT (2686215 1245210.9)"
"97244","RI-2125","POINT (2686264.2 1245134.5)"
"125453","RI-2044","POINT (2686257 1245232.1)"
"95261","RI-2053","POINT (2686219 1245240.6)"
"124781","RI-1998","POINT (2686140.2 1245221.8)"
"97259","RI-2146","POINT (2686230 1245149)"
"95204","RI-2149","POINT (2686229.8 1245140.1)"
"95282","RI-2181","POINT (2686128.5 1245278.4)"
"226871","RI-2112","POINT (2686294.8 1245251)"
"226349","RI-2037","POINT (2686311.5 1245152.4)"
"95267","RI-2050","POINT (2686200.5 1245254.1)"
"120050","RI-2178","POINT (2686219.8 1245279.5)"
"95219","RI-2072","POINT (2686214.5 1245189.8)"
"101936","RI-2139","POINT (2686231.2 1245138.4)"
"125318","RI-2153","POINT (2686156.5 1245207.5)"
"97217","RI-1999","POINT (2686312 1245222.8)"
"101948","RI-2013","POINT (2686337.2 1245222.4)"
"226874","RI-2016","POINT (2686289.5 1245253.9)"
"233480","RI-2127","POINT (2686238.2 1245136)"
"97277","RI-2138","POINT (2686226.5 1245158.4)"
"101939","RI-2117","POINT (2686248.2 1245204.5)"
"95252","RI-2228","POINT (2686199.2 1245227.6)"
"97205","RI-2086","POINT (2686358.5 1245209.9)"
"95192","RI-2131","POINT (2686239.8 1245132.1)"
"95165","RI-2106","POINT (2686251 1245256.5)"
"95507","RI-2203","POINT (2686197.5 1245127)"
"101846","RI-1995","POINT (2686201.8 1245220.1)"
"124775","RI-2071","POINT (2686150.2 1245184)"
"226850","RI-2005","POINT (2686325.8 1245158.4)"
"95180","RI-1993","POINT (2686223.2 1245108.4)"
"95297","RI-2189","POINT (2686162.8 1245208.6)"
"97271","RI-2142","POINT (2686227.2 1245155.4)"
"95372","RI-2212","POINT (2686202.5 1245113.6)"
"226367","RI-2001","POINT (2686327.5 1245166.5)"
"101819","RI-2216","POINT (2686208.8 1245110)"
"125201","RI-2058","POINT (2686187.8 1245167.9)"
"95378","RI-2223","POINT (2686214.2 1245131.6)"
"102068","RI-2180","POINT (2686126.5 1245291.2)"
"95309","RI-2193","POINT (2686170.8 1245168)"
"97280","RI-2151","POINT (2686232 1245161.4)"
"95513","RI-2218","POINT (2686212.2 1245117.4)"
"125438","RI-2076","POINT (2686270.2 1245177)"
"95216","RI-2155","POINT (2686212.2 1245180.2)"
"124784","RI-2069","POINT (2686136.2 1245234.5)"
"101825","RI-2221","POINT (2686207.8 1245124.6)"
"188009","RI-5856","POINT (2684588.2 1245632.6)"
"135617","RI-733","POINT (2684709 1245107.9)"
"194867","RI-5858","POINT (2684634.5 1245549.6)"
"162518","RI-1397","POINT (2684678.5 1245736.8)"
"227786","RI-7074","POINT (2684575.2 1245135.5)"
"203774","RI-5000","POINT (2684660.5 1245713.5)"
"203771","RI-5030","POINT (2684657.5 1245714.5)"
"204131","RI-4992","POINT (2684668.2 1245700.1)"
"177191","RI-3737","POINT (2684539.2 1245222.6)"
"208283","RI-4449","POINT (2684529.8 1245204.5)"
"204500","RI-5014","POINT (2684650.8 1245741.4)"
"203768","RI-4999","POINT (2684657 1245720.2)"
"204878","RI-5027","POINT (2684610.2 1245794.4)"
"208289","RI-4448","POINT (2684550 1245186.5)"
"53294","RI-1275","POINT (2684626.2 1245338.1)"
"210515","RI-732","POINT (2684692.5 1245128.4)"
"187982","RI-5872","POINT (2684653.2 1245583.2)"
"187988","RI-2472","POINT (2684647.2 1245580.1)"
"55250","RI-684","POINT (2684565.5 1245207.9)"
"135020","RI-922","POINT (2684555.5 1245445.1)"
"52991","RI-918","POINT (2684687.2 1245241.5)"
"126635","RI-935","POINT (2684529.8 1245974.4)"
"61199","RI-915","POINT (2684709.8 1245207.1)"
"53000","RI-1271","POINT (2684648 1245306)"
"52979","RI-703","POINT (2684692.2 1245155.2)"
"53300","RI-1256","POINT (2684618 1245350.6)"
"195356","RI-5866","POINT (2684657.8 1245558.9)"
"204893","RI-7207","POINT (2684616 1245766.5)"
"203480","RI-4996","POINT (2684664.2 1245720.6)"
"195350","RI-5868","POINT (2684671.8 1245567)"
"213659","RI-4722","POINT (2684707 1245149)"
"195332","RI-5860","POINT (2684642 1245537.2)"
"52988","RI-1322","POINT (2684687.2 1245163.8)"
"134396","RI-731","POINT (2684681.8 1245142.5)"
"53321","RI-1280","POINT (2684589.2 1245393.9)"
"213680","RI-4714","POINT (2684673.5 1245136.2)"
"188003","RI-5854","POINT (2684603 1245604.5)"
"116930","RI-1255","POINT (2684648.8 1245416.5)"
"204875","RI-5029","POINT (2684619.5 1245799.4)"
"59747","RI-3605","POINT (2684617 1245906.2)"
"213677","RI-4718","POINT (2684715.8 1245116.8)"
"52403","RI-1297","POINT (2684568.5 1245425)"
"208304","RI-4461","POINT (2684572 1245188.5)"
"55253","RI-682","POINT (2684551.5 1245222.6)"
"116909","RI-1277","POINT (2684612.5 1245453.5)"
"20423","RI-1323","POINT (2684680.5 1245159.9)"
"55247","RI-685","POINT (2684572 1245201.1)"
"115658","RI-1260","POINT (2684671.2 1245393.6)"
"204116","RI-4984","POINT (2684656.8 1245696.1)"
"195359","RI-5869","POINT (2684668.5 1245572.8)"
"53003","RI-1272","POINT (2684643.8 1245312.4)"
"213134","RI-4725","POINT (2684728.2 1245135.1)"
"200909","RI-5009","POINT (2684700.8 1245694.4)"
"52391","RI-1281","POINT (2684585 1245400.1)"
"204503","RI-5011","POINT (2684650 1245745.2)"
"204122","RI-4993","POINT (2684660.8 1245698.6)"
"35363","RI-6182","POINT (2684526.8 1245745.5)"
"61205","RI-1371","POINT (2684622.5 1245897.6)"
"52985","RI-701","POINT (2684678 1245147.5)"
"204881","RI-5028","POINT (2684599.5 1245791.4)"
"102722","RI-4717","POINT (2684711 1245117.4)"
"53312","RI-1286","POINT (2684601.8 1245375.1)"
"98420","RI-1324","POINT (2684639.5 1245156.6)"
"203786","RI-4988","POINT (2684686.5 1245671.1)"
"184322","RI-3673","POINT (2684569 1245171.6)"
"117749","RI-694","POINT (2684654.8 1245143.6)"
"134150","RI-652","POINT (2684558.8 1245238.1)"
"187997","RI-2475","POINT (2684637 1245573.2)"
"61193","RI-4711","POINT (2684638.5 1245163.8)"
"184316","RI-3670","POINT (2684561 1245185)"
"52997","RI-1270","POINT (2684653 1245299)"
"203477","RI-4975","POINT (2684624.5 1245700.2)"
"111833","RI-914","POINT (2684715.8 1245196.4)"
"116927","RI-1252","POINT (2684643.8 1245421.6)"
"115673","RI-923","POINT (2684514.5 1245503)"
"61208","RI-1372","POINT (2684633.2 1245880.8)"
"111815","RI-729","POINT (2684720.8 1245160.5)"
"80534","RI-7183","POINT (2684669.8 1245267.4)"
"204170","RI-5010","POINT (2684661.2 1245730.4)"
"203456","RI-4978","POINT (2684649.5 1245660.5)"
"204113","RI-4985","POINT (2684661.8 1245689.6)"
"184820","RI-3681","POINT (2684551.8 1245144.6)"
"139793","RI-931","POINT (2684527 1245806)"
"135779","RI-735","POINT (2684719.8 1245080.5)"
"195353","RI-5867","POINT (2684665.2 1245563.1)"
"208298","RI-4463","POINT (2684569.8 1245195.5)"
"204509","RI-5018","POINT (2684642.2 1245778.5)"
"134834","RI-693","POINT (2684662.2 1245136.9)"
"194864","RI-5857","POINT (2684631.5 1245554.9)"
"53006","RI-1273","POINT (2684634 1245326.5)"
"61196","RI-4712","POINT (2684645.2 1245158.8)"
"204173","RI-5013","POINT (2684660 1245735.5)"
"139790","RI-930","POINT (2684520.8 1245802.4)"
"115655","RI-1259","POINT (2684666 1245399)"
"134393","RI-730","POINT (2684686.2 1245145.5)"
"115670","RI-1269","POINT (2684673.8 1245366.4)"
"59744","RI-1438","POINT (2684519 1245951.8)"
"204506","RI-6530","POINT (2684645.5 1245774)"
"208280","RI-4450","POINT (2684515.8 1245211.9)"
"208277","RI-4451","POINT (2684511.2 1245212.8)"
"116933","RI-1257","POINT (2684654.2 1245411)"
"203462","RI-4971","POINT (2684638 1245676.5)"
"52409","RI-1254","POINT (2684577.2 1245449.4)"
"139787","RI-929","POINT (2684514.5 1245798.9)"
"59765","RI-653","POINT (2684553 1245243.8)"
"116801","RI-1302","POINT (2684601.2 1245465)"
"55238","RI-688","POINT (2684593.5 1245178.9)"
"5939","RI-3714","POINT (2684557 1245173.9)"
"115667","RI-1267","POINT (2684674.5 1245374.1)"
"205256","RI-7211","POINT (2684626 1245745.8)"
"204512","RI-5015","POINT (2684636.2 1245784.2)"
"208307","RI-3678","POINT (2684591.2 1245160.1)"
"116804","RI-1249","POINT (2684606.2 1245459.9)"
"227789","RI-7075","POINT (2684525.5 1245163.6)"
"115676","RI-924","POINT (2684506.2 1245515.5)"
"208301","RI-4462","POINT (2684571 1245194)"
"203792","RI-4983","POINT (2684669 1245677.4)"
"204896","RI-7208","POINT (2684618 1245764.4)"
"213674","RI-4719","POINT (2684715.5 1245121.2)"
"195362","RI-5870","POINT (2684665.2 1245578.8)"
"204902","RI-7210","POINT (2684617.2 1245762.8)"
"177188","RI-3738","POINT (2684536.5 1245226.4)"
"35360","RI-6181","POINT (2684525 1245743.6)"
"116912","RI-1276","POINT (2684618.8 1245447)"
"200912","RI-4976","POINT (2684624.8 1245703.6)"
"213668","RI-4716","POINT (2684703.2 1245145.1)"
"204497","RI-5012","POINT (2684652.5 1245741.6)"
"134390","RI-734","POINT (2684716.2 1245091.5)"
"178961","RI-7197","POINT (2684619.8 1245148.9)"
"210518","RI-6050","POINT (2684701.2 1245121.6)"
"208943","RI-4466","POINT (2684522 1245249.4)"
"5942","RI-3715","POINT (2684562.5 1245169.8)"
"183836","RI-3659","POINT (2684518 1245216)"
"52400","RI-1298","POINT (2684572.5 1245418.9)"
"43175","RI-4713","POINT (2684658.2 1245151.8)"
"204119","RI-4994","POINT (2684662.5 1245695.9)"
"53009","RI-1274","POINT (2684630.2 1245332.4)"
"203471","RI-4973","POINT (2684629.5 1245692.6)"
"195335","RI-5861","POINT (2684647 1245543.8)"
"184319","RI-3671","POINT (2684562 1245184.8)"
"208286","RI-3655","POINT (2684507 1245224.5)"
"174734","RI-5024","POINT (2684630 1245143.5)"
"187991","RI-2473","POINT (2684644 1245578.1)"
"53306","RI-1262","POINT (2684610 1245362.9)"
"52397","RI-1300","POINT (2684576.8 1245412.6)"
"53297","RI-1253","POINT (2684622.2 1245344.5)"
"184328","RI-3676","POINT (2684565.8 1245156.8)"
"227783","RI-7073","POINT (2684514.8 1245205)"
"55244","RI-686","POINT (2684579.2 1245193.5)"
"184331","RI-3675","POINT (2684559 1245155.5)"
"204884","RI-7204","POINT (2684613.5 1245773.9)"
"20426","RI-696","POINT (2684694.8 1245167.6)"
"194870","RI-5859","POINT (2684637.2 1245543.9)"
"213671","RI-4720","POINT (2684713.5 1245125.1)"
"53309","RI-1285","POINT (2684605.8 1245369)"
"112049","RI-917","POINT (2684696.2 1245228.4)"
"116921","RI-1264","POINT (2684633.2 1245432.2)"
"115661","RI-1306","POINT (2684689.8 1245390)"
"208637","RI-3707","POINT (2684579 1245138.5)"
"204899","RI-7209","POINT (2684619.2 1245762.2)"
"102350","RI-936","POINT (2684500.2 1245899.4)"
"52982","RI-702","POINT (2684685.2 1245151.5)"
"184325","RI-3677","POINT (2684578.5 1245157)"
"189800","RI-4465","POINT (2684529.2 1245243.2)"
"195344","RI-5864","POINT (2684669 1245556.4)"
"203789","RI-4986","POINT (2684676.2 1245679.1)"
"213665","RI-4715","POINT (2684699.5 1245152.5)"
"139784","RI-928","POINT (2684508 1245795.2)"
"176276","RI-4548","POINT (2684551.5 1245180.8)"
"213656","RI-4721","POINT (2684709.2 1245142)"
"187985","RI-2471","POINT (2684650.5 1245581.9)"
"204125","RI-4995","POINT (2684661 1245703.2)"
"204128","RI-4991","POINT (2684666 1245703)"
"203465","RI-4970","POINT (2684632.2 1245686.9)"
"27872","RI-3818","POINT (2684627.8 1245889.2)"
"203780","RI-4997","POINT (2684664 1245716.5)"
"200906","RI-4989","POINT (2684689 1245699.1)"
"141434","RI-3733","POINT (2684606.5 1245146.1)"
"188006","RI-5855","POINT (2684595.8 1245617.9)"
"184826","RI-3683","POINT (2684570.5 1245142.1)"
"203783","RI-4987","POINT (2684691 1245676.5)"
"195341","RI-5863","POINT (2684661.8 1245552.1)"
"52994","RI-919","POINT (2684681.8 1245249.6)"
"52406","RI-1301","POINT (2684571.2 1245442.8)"
"184313","RI-3672","POINT (2684563.5 1245178.6)"
"203474","RI-4974","POINT (2684626.5 1245696.6)"
"116918","RI-1265","POINT (2684628.5 1245437.2)"
"116936","RI-1258","POINT (2684660.5 1245404.2)"
"201386","RI-4980","POINT (2684674.8 1245682.4)"
"42215","RI-6180","POINT (2684538.5 1245753.6)"
"52394","RI-1299","POINT (2684581 1245406.4)"
"188000","RI-5853","POINT (2684611 1245591.6)"
"53303","RI-1282","POINT (2684614 1245356.8)"
"77150","RI-5022","POINT (2684544.5 1245218.8)"
"204518","RI-5017","POINT (2684627 1245790.2)"
"215351","RI-3821","POINT (2684686 1245136.1)"
"208640","RI-3679","POINT (2684589 1245149.6)"
"184823","RI-3682","POINT (2684562.8 1245140.6)"
"80537","RI-7184","POINT (2684672 1245264.1)"
"53318","RI-1288","POINT (2684593.2 1245387.8)"
"203777","RI-4998","POINT (2684664.8 1245713.5)"
"187994","RI-2474","POINT (2684640.2 1245575.6)"
"20420","RI-699","POINT (2684673.5 1245156.2)"
"204890","RI-7206","POINT (2684614.5 1245771.5)"
"116915","RI-1266","POINT (2684623 1245442.9)"
"42284","RI-689","POINT (2684599.8 1245172.1)"
"213767","RI-5023","POINT (2684621.2 1245139.5)"
"203459","RI-4977","POINT (2684644.8 1245663.4)"
"213131","RI-4724","POINT (2684725.8 1245143.5)"
"208295","RI-4464","POINT (2684567.2 1245193.8)"
"213653","RI-4726","POINT (2684730.8 1245126.5)"
"112046","RI-916","POINT (2684703 1245218)"
"55241","RI-687","POINT (2684586 1245186.6)"
"204134","RI-4990","POINT (2684666.5 1245697.4)"
"177674","RI-3706","POINT (2684695.8 1245743.1)"
"69029","RI-1445","POINT (2684592.5 1245944.9)"
"112052","RI-1303","POINT (2684659.2 1245303.5)"
"55256","RI-681","POINT (2684544.2 1245229.9)"
"183821","RI-3658","POINT (2684512 1245220.4)"
"174719","RI-6137","POINT (2684574 1245150.2)"
"162521","RI-3710","POINT (2684510 1245173.5)"
"52415","RI-932","POINT (2684589.2 1245462.8)"
"111818","RI-692","POINT (2684672.2 1245127.4)"
"183830","RI-3651","POINT (2684509.2 1245231.6)"
"219149","RI-6134","POINT (2684569.8 1245182.8)"
"195347","RI-5865","POINT (2684675.2 1245560)"
"205259","RI-7212","POINT (2684624.8 1245742.8)"
"183833","RI-3661","POINT (2684522.2 1245224.8)"
"48692","RI-6179","POINT (2684560.8 1245768.8)"
"183818","RI-3657","POINT (2684512 1245223.2)"
"204887","RI-7205","POINT (2684617 1245770.8)"
"53315","RI-1268","POINT (2684597.8 1245381.2)"
"188483","RI-5871","POINT (2684646.2 1245626.9)"
"195338","RI-5862","POINT (2684654.2 1245548)"
"203795","RI-4981","POINT (2684669.8 1245681.2)"
"204515","RI-5016","POINT (2684635.5 1245783)"
"203468","RI-4972","POINT (2684633.2 1245690.8)"
"213662","RI-4723","POINT (2684704.8 1245156.6)"
"55259","RI-680","POINT (2684537 1245236.8)"
"116924","RI-1263","POINT (2684638.5 1245426.9)"
"178169","RI-691","POINT (2684614.5 1245155.4)"
"208292","RI-3669","POINT (2684562.5 1245186.1)"
"20417","RI-700","POINT (2684666 1245152)"
"61202","RI-1370","POINT (2684611.8 1245914.5)"
"79901","RI-3705","POINT (2684597.8 1245936.6)"
"115664","RI-1261","POINT (2684675.5 1245381.8)"
"194861","RI-5816","POINT (2684627.2 1245562.6)"
"203798","RI-4982","POINT (2684669.2 1245686)"
"115679","RI-925","POINT (2684497.8 1245528.1)"
"52655","RI-704","POINT (2684700 1245159.4)"
"52412","RI-1284","POINT (2684583.2 1245456.2)"
"79904","RI-3704","POINT (2684603.2 1245928)"
"185621","WD-4004","POINT (2680693 1247849.4)"
"211619","WD-13137","POINT (2680803 1247856)"
"185111","WD-5520","POINT (2680710.5 1247814.4)"
"161150","WD-7197","POINT (2680608.8 1247830.4)"
"185126","WD-5571","POINT (2680734.8 1247793.9)"
"160769","WD-4054","POINT (2680676.2 1247804.2)"
"21560","WD-1972","POINT (2681202.2 1247845.2)"
"91907","WD-1985","POINT (2681125.5 1247811.1)"
"159965","WD-5528","POINT (2680705 1247806.9)"
"25565","WD-1963","POINT (2681216.5 1247814)"
"21479","WD-2740","POINT (2681239.5 1247801.9)"
"181607","WD-5460","POINT (2680746.8 1247809)"
"25559","WD-1966","POINT (2681200.8 1247832.4)"
"58958","WD-1967","POINT (2681195.2 1247838.9)"
"123239","WD-3960","POINT (2681144.5 1247863.5)"
"29309","WD-6149","POINT (2681058 1247866.6)"
"185618","WD-5475","POINT (2680684.2 1247832.2)"
"25568","WD-1962","POINT (2681221.8 1247807.6)"
"188423","WD-6511","POINT (2680875.8 1247793.1)"
"162743","WD-5449","POINT (2680747.8 1247853.4)"
"29411","WD-6157","POINT (2681038.8 1247846.4)"
"21482","WD-2741","POINT (2681229 1247814.2)"
"122981","WD-2025","POINT (2681056 1247851.1)"
"160799","WD-1723","POINT (2680646.5 1247847.9)"
"181934","WD-12731","POINT (2680585.5 1247788.6)"
"185117","WD-5519","POINT (2680712 1247817)"
"196877","WD-1729","POINT (2680647 1247861.9)"
"29276","WD-6151","POINT (2681028.2 1247835.5)"
"166148","WD-5476","POINT (2680680 1247816.5)"
"160763","WD-5487","POINT (2680630.8 1247799.1)"
"29282","WD-6153","POINT (2681009 1247815.1)"
"181100","WD-5370","POINT (2680830.5 1247855.1)"
"181433","WD-1730","POINT (2680637.5 1247850.5)"
"196880","WD-1724","POINT (2680658.8 1247863)"
"181604","WD-5359","POINT (2680772 1247799.5)"
"140909","WD-4055","POINT (2680678.8 1247831.4)"
"159293","WD-5479","POINT (2680656.5 1247827.6)"
"25562","WD-1964","POINT (2681211 1247820.1)"
"191882","WD-1732","POINT (2680610.2 1247817.4)"
"193748","WD-5488","POINT (2680632.8 1247808.8)"
"160361","WD-5474","POINT (2680680.5 1247839.9)"
"160349","WD-5563","POINT (2680644.2 1247796.1)"
"186440","WD-12641","POINT (2681171.5 1247789.6)"
"211076","WD-13125","POINT (2680586.8 1247847.6)"
"160364","WD-5472","POINT (2680683.2 1247843.6)"
"21485","WD-1973","POINT (2681208.5 1247838.1)"
"195287","WD-5532","POINT (2680706.2 1247793.9)"
"185450","WD-10367","POINT (2680871.8 1247846.2)"
"122999","WD-1986","POINT (2681119.2 1247804.4)"
"186818","WD-6420","POINT (2680925.5 1247791.2)"
"122996","WD-1982","POINT (2681144 1247831.9)"
"160772","WD-5477","POINT (2680690.8 1247823.8)"
"159275","WD-5473","POINT (2680683.2 1247841.4)"
"181598","WD-5358","POINT (2680775.5 1247798.4)"
"181580","WD-5377","POINT (2680851.5 1247870.9)"
"161774","WD-7865","POINT (2680794.2 1247811.9)"
"181097","WD-5372","POINT (2680818 1247863.4)"
"161135","WD-7242","POINT (2680595.2 1247821.5)"
"185129","WD-5521","POINT (2680708.2 1247828.9)"
"160766","WD-5484","POINT (2680664.2 1247799.1)"
"183956","WD-12802","POINT (2680627.2 1247838.1)"
"160994","WD-7192","POINT (2680634.8 1247861.9)"
"29408","WD-6150","POINT (2681048.2 1247856.5)"
"29417","WD-6138","POINT (2681049 1247874.9)"
"158093","WD-6847","POINT (2680861.5 1247828.1)"
"196871","WD-1721","POINT (2680621.8 1247818.2)"
"151649","WD-5555","POINT (2680654.8 1247789.5)"
"195296","WD-5535","POINT (2680696 1247788.1)"
"95576","WD-1997","POINT (2681124.5 1247824.4)"
"48089","WD-2742","POINT (2681224 1247819.8)"
"123002","WD-1987","POINT (2681113 1247797.4)"
"140423","WD-6416","POINT (2680905.8 1247792.9)"
"161120","WD-4548","POINT (2680628.5 1247862.6)"
"181601","WD-5360","POINT (2680774.5 1247802.5)"
"156911","WD-5458","POINT (2680768.8 1247840.4)"
"150677","WD-6413","POINT (2680879.8 1247817.5)"
"95450","WD-2021","POINT (2681012.5 1247805.4)"
"181610","WD-5464","POINT (2680710.5 1247841.5)"
"29162","WD-6133","POINT (2680990.5 1247813.2)"
"159533","WD-5566","POINT (2680743.2 1247799.4)"
"91277","WD-4579","POINT (2681037.8 1247788.1)"
"140663","WD-7227","POINT (2680588.2 1247810.6)"
"122972","WD-2016","POINT (2681033.2 1247812.9)"
"122984","WD-2026","POINT (2681062.5 1247858.1)"
"161126","WD-7202","POINT (2680588.5 1247865.9)"
"92039","WD-1970","POINT (2681192 1247857.1)"
"161015","WD-4549","POINT (2680623 1247871.8)"
"183944","WD-12740","POINT (2680592 1247796.5)"
"185516","WD-7200","POINT (2680598.8 1247831.9)"
"29156","WD-6131","POINT (2680971.2 1247793)"
"196868","WD-1720","POINT (2680608.5 1247798.4)"
"161138","WD-7193","POINT (2680626.5 1247852)"
"140666","WD-7228","POINT (2680593.2 1247806.5)"
"193745","WD-5486","POINT (2680641.2 1247810.9)"
"122975","WD-2019","POINT (2680999.2 1247791.1)"
"95453","WD-2023","POINT (2681026 1247819.6)"
"92033","WD-1978","POINT (2681233.8 1247808.1)"
"119612","WD-8217","POINT (2681112.5 1247866.1)"
"160760","WD-5489","POINT (2680623.2 1247791.9)"
"161771","WD-7866","POINT (2680792.8 1247810.5)"
"159290","WD-5480","POINT (2680647.2 1247823.6)"
"122978","WD-2022","POINT (2681019.2 1247812.6)"
"111566","WD-8213","POINT (2681088.2 1247785.8)"
"162746","WD-5451","POINT (2680741.8 1247854.5)"
"194315","WD-4614","POINT (2681177.2 1247810.8)"
"156902","WD-5371","POINT (2680825 1247849.5)"
"29285","WD-6154","POINT (2680999.5 1247805)"
"158525","WD-5425","POINT (2680735.2 1247875.8)"
"203069","WD-10225","POINT (2681190 1247808.9)"
"95579","WD-1995","POINT (2681112.2 1247810.6)"
"122993","WD-2033","POINT (2681095 1247878.1)"
"140417","WD-6414","POINT (2680890 1247807.9)"
"159962","WD-5527","POINT (2680704.5 1247805.4)"
"186137","WD-12952","POINT (2680583 1247814.8)"
"29279","WD-6152","POINT (2681018.8 1247825.2)"
"160757","WD-5490","POINT (2680622.2 1247788.9)"
"159530","WD-5575","POINT (2680724.2 1247795.5)"
"58955","WD-1965","POINT (2681205.8 1247826.4)"
"29171","WD-6136","POINT (2681019.5 1247843.8)"
"25571","WD-1961","POINT (2681227 1247801.5)"
"195293","WD-5534","POINT (2680705 1247791)"
"160988","WD-7190","POINT (2680643.8 1247872.8)"
"91904","WD-1988","POINT (2681107 1247790.6)"
"203066","WD-4615","POINT (2681172.8 1247810.5)"
"140669","WD-7229","POINT (2680596.8 1247811.6)"
"185132","WD-5485","POINT (2680669.2 1247803)"
"140672","WD-7230","POINT (2680592 1247815.5)"
