"objid","baumnummer","geometry"
"223736","IQ-3475","POINT (2682561 1248385.1)"
"228182","IQ-2848","POINT (2682827 1248557.5)"
"145070","IQ-2408","POINT (2682688.5 1248626.9)"
"2381","IQ-1666","POINT (2682624.5 1248685.2)"
"2912","IQ-1817","POINT (2682742.2 1248517.2)"
"53138","IQ-3258","POINT (2682932.5 1248545.9)"
"175127","IQ-2251","POINT (2682798.8 1248506.9)"
"73493","IQ-2458","POINT (2682972.5 1248529)"
"63434","IQ-2044","POINT (2682549.8 1248514)"
"53063","IQ-3253","POINT (2682912.8 1248527.2)"
"35558","IQ-364","POINT (2682577.8 1248556.6)"
"145202","IQ-2248","POINT (2682828 1248511.6)"
"161609","IQ-2608","POINT (2682717.8 1248675)"
"28547","IQ-2024","POINT (2682642.8 1248481.2)"
"35654","IQ-1985","POINT (2682851 1248687.8)"
"45929","IQ-209","POINT (2682632.8 1248355.4)"
"174659","IQ-2241","POINT (2682776 1248531)"
"73397","IQ-2457","POINT (2682949.2 1248507.1)"
"3344","IQ-1820","POINT (2682722.5 1248498.5)"
"3506","IQ-2022","POINT (2682634.2 1248493.8)"
"224123","IQ-1139","POINT (2682568 1248510.8)"
"3590","IQ-1007","POINT (2682965.2 1248522.5)"
"145079","IQ-2255","POINT (2682789.2 1248599.8)"
"175130","IQ-2247","POINT (2682840.5 1248523.1)"
"175151","IQ-2234","POINT (2682807.5 1248546.4)"
"1460","IQ-1322","POINT (2682896 1248674.8)"
"63416","IQ-1315","POINT (2682860.2 1248704.4)"
"3353","IQ-1823","POINT (2682702.8 1248480)"
"73496","IQ-1338","POINT (2682966.5 1248594.1)"
"67094","IQ-2009","POINT (2682922.5 1248557)"
"53141","IQ-3259","POINT (2682935 1248548.4)"
"3347","IQ-1821","POINT (2682716 1248492.2)"
"223655","IQ-3192","POINT (2682911 1248661.1)"
"1475","IQ-1334","POINT (2682951.2 1248616.5)"
"30257","IQ-1143","POINT (2682505.2 1248558.5)"
"3341","IQ-1819","POINT (2682729 1248504.6)"
"145199","IQ-2249","POINT (2682817.8 1248501.6)"
"35426","IQ-2013","POINT (2682636.2 1248414.2)"
"2906","IQ-1814","POINT (2682723 1248580.4)"
"145067","IQ-2410","POINT (2682678 1248638)"
"2915","IQ-1818","POINT (2682737.2 1248512.4)"
"3338","IQ-1815","POINT (2682735.5 1248567.5)"
"217772","IQ-2046","POINT (2682557.8 1248520.9)"
"30251","IQ-1141","POINT (2682530 1248533.8)"
"175139","IQ-2239","POINT (2682806.8 1248524.9)"
"107576","IQ-1326","POINT (2682915.8 1248656.5)"
"35555","IQ-207","POINT (2682561.5 1248541.8)"
"223751","IQ-3480","POINT (2682591.2 1248373.1)"
"161606","IQ-2609","POINT (2682712.8 1248680.4)"
"1472","IQ-1332","POINT (2682942.8 1248627)"
"63428","IQ-2041","POINT (2682584.8 1248478.9)"
"105785","IQ-316","POINT (2682624.8 1248358.4)"
"32252","IQ-1333","POINT (2682947 1248621.9)"
"35423","IQ-1826","POINT (2682675 1248453.6)"
"35564","IQ-1984","POINT (2682846.5 1248691.6)"
"29264","IQ-2610","POINT (2682686.2 1248619.8)"
"2918","IQ-1828","POINT (2682656.8 1248436.6)"
"32246","IQ-1327","POINT (2682920.5 1248651.6)"
"73391","IQ-2455","POINT (2682933.2 1248492.1)"
"4298","IQ-2236","POINT (2682822.2 1248539.5)"
"42365","IQ-1336","POINT (2682959.2 1248605.4)"
"191735","IQ-2409","POINT (2682683.2 1248632.5)"
"230234","IQ-2246","POINT (2682846.5 1248540.2)"
"35552","IQ-1328","POINT (2682925 1248647)"
"195611","IQ-2419","POINT (2682740.8 1248614.8)"
"3503","IQ-2021","POINT (2682630 1248489.9)"
"52544","IQ-2011","POINT (2682890 1248528.1)"
"145205","IQ-2233","POINT (2682801 1248540.1)"
"223739","IQ-3476","POINT (2682566 1248384)"
"1454","IQ-1319","POINT (2682880.8 1248687.2)"
"105788","IQ-317","POINT (2682640.8 1248352)"
"67091","IQ-2010","POINT (2682912.8 1248551.2)"
"35543","IQ-2018","POINT (2682615 1248394.4)"
"28541","IQ-2026","POINT (2682648.8 1248468.6)"
"35549","IQ-2020","POINT (2682606.8 1248386.5)"
"3332","IQ-1812","POINT (2682698.5 1248606.6)"
"30248","IQ-208","POINT (2682557 1248537.6)"
"107387","IQ-1990","POINT (2682885.5 1248659)"
"105791","IQ-318","POINT (2682649 1248348.9)"
"105860","IQ-319","POINT (2682657 1248345.6)"
"35666","IQ-1989","POINT (2682873.2 1248668.8)"
"35537","IQ-2016","POINT (2682623.5 1248402.4)"
"30239","IQ-1160","POINT (2682512.5 1248445.5)"
"32285","IQ-579","POINT (2682613.8 1248544.2)"
"30245","IQ-1163","POINT (2682546.2 1248415.8)"
"63431","IQ-2042","POINT (2682573.5 1248490.2)"
"29267","IQ-1237","POINT (2682823.5 1248474)"
"73400","IQ-1006","POINT (2682958.5 1248515.9)"
"52682","IQ-3186","POINT (2682535 1248425.8)"
"145082","IQ-2254","POINT (2682776.2 1248587.5)"
"52442","IQ-1236","POINT (2682839 1248457.4)"
"1340","IQ-1314","POINT (2682855 1248708.8)"
"53072","IQ-3256","POINT (2682920.2 1248534.5)"
"45047","IQ-1665","POINT (2682611.8 1248698.4)"
"145064","IQ-2411","POINT (2682689 1248659.2)"
"30254","IQ-1142","POINT (2682519.8 1248544)"
"42362","IQ-1337","POINT (2682963 1248599.8)"
"175142","IQ-2238","POINT (2682815.2 1248524.8)"
"3350","IQ-1822","POINT (2682709.2 1248486.1)"
"30236","IQ-1159","POINT (2682501 1248455.4)"
"223742","IQ-3477","POINT (2682569 1248395.9)"
"52679","IQ-3137","POINT (2682608.5 1248364.6)"
"145073","IQ-2421","POINT (2682731.8 1248616.4)"
"32249","IQ-1330","POINT (2682934 1248637.2)"
"175124","IQ-2240","POINT (2682787.5 1248518.9)"
"223745","IQ-3478","POINT (2682581.2 1248385.1)"
"145196","IQ-2250","POINT (2682807.5 1248498)"
"145085","IQ-2253","POINT (2682761.5 1248573.6)"
"42761","IQ-1342","POINT (2682980 1248572)"
"67085","IQ-2007","POINT (2682867.5 1248567.8)"
"67088","IQ-2006","POINT (2682869.8 1248554.9)"
"42758","IQ-1343","POINT (2682983.5 1248566.1)"
"175136","IQ-2232","POINT (2682800.8 1248531.6)"
"63440","IQ-2643","POINT (2682623 1248522.5)"
"73388","IQ-2454","POINT (2682926.5 1248485.6)"
"1457","IQ-1320","POINT (2682885.8 1248683.1)"
"71060","IQ-2008","POINT (2682885.5 1248600.1)"
"3335","IQ-1813","POINT (2682710.8 1248593.6)"
"73394","IQ-2456","POINT (2682942.5 1248500.6)"
"35657","IQ-1986","POINT (2682858.5 1248681.2)"
"2387","IQ-1668","POINT (2682652.8 1248655.4)"
"42770","IQ-1339","POINT (2682970.2 1248588.1)"
"3491","IQ-1827","POINT (2682664 1248443.4)"
"161615","IQ-2606","POINT (2682728.2 1248664)"
"220205","IQ-2047","POINT (2682563 1248516)"
"63437","IQ-2642","POINT (2682608.5 1248500.5)"
"53066","IQ-3254","POINT (2682915.2 1248529.6)"
"35660","IQ-1987","POINT (2682865.2 1248676)"
"145076","IQ-2418","POINT (2682737.2 1248611.2)"
"1466","IQ-1329","POINT (2682929.5 1248642.1)"
"195614","IQ-3138","POINT (2682734.8 1248619.8)"
"128429","IQ-314","POINT (2682600.2 1248367.9)"
"1469","IQ-1331","POINT (2682938.5 1248632)"
"53075","IQ-3257","POINT (2682923 1248536.9)"
"30242","IQ-1161","POINT (2682523.8 1248435.5)"
"224126","IQ-1140","POINT (2682572.8 1248506)"
"35432","IQ-2015","POINT (2682627.8 1248406.2)"
"52547","IQ-2012","POINT (2682894.8 1248523)"
"45050","IQ-2043","POINT (2682561.5 1248502.1)"
"221258","IQ-1164","POINT (2682557.5 1248405.9)"
"53069","IQ-3255","POINT (2682917.8 1248532.1)"
"1337","IQ-1313","POINT (2682844.8 1248717.2)"
"175145","IQ-2237","POINT (2682821.8 1248531)"
"217775","IQ-2045","POINT (2682553 1248526.1)"
"42368","IQ-1335","POINT (2682955.2 1248611)"
"35663","IQ-1988","POINT (2682868 1248673)"
"32288","IQ-578","POINT (2682620.5 1248536.8)"
"3614","IQ-1664","POINT (2682596.2 1248715)"
"32261","IQ-1145","POINT (2682499.8 1248576.5)"
"3509","IQ-2023","POINT (2682638.8 1248488.6)"
"219749","IQ-2049","POINT (2682587 1248491.8)"
"217745","IQ-2048","POINT (2682578 1248501)"
"32282","IQ-580","POINT (2682607.8 1248550.8)"
"145061","IQ-2412","POINT (2682694.8 1248664.9)"
"35429","IQ-2014","POINT (2682632 1248410.4)"
"32243","IQ-1321","POINT (2682890.8 1248679)"
"105782","IQ-315","POINT (2682616.5 1248361.6)"
"2384","IQ-1667","POINT (2682636.5 1248672.2)"
"174656","IQ-2242","POINT (2682783 1248547.9)"
"63470","IQ-2039","POINT (2682607.8 1248456)"
"96995","IQ-589","POINT (2682877.8 1248662.2)"
"2921","IQ-1829","POINT (2682650.8 1248430.9)"
"35540","IQ-2017","POINT (2682619.2 1248398.4)"
"96584","IQ-1825","POINT (2682683.5 1248461.6)"
"96581","IQ-1824","POINT (2682698 1248475.2)"
"228041","IQ-2245","POINT (2682835.5 1248552.2)"
"223658","IQ-1324","POINT (2682905.8 1248665.9)"
"2909","IQ-1816","POINT (2682747.5 1248522)"
"52676","IQ-3191","POINT (2682855 1248440.5)"
"28544","IQ-2027","POINT (2682631 1248471.6)"
"35651","IQ-1983","POINT (2682839 1248697.2)"
"223748","IQ-3479","POINT (2682572.5 1248379.9)"
"145088","IQ-2252","POINT (2682748.5 1248561.2)"
"35546","IQ-2019","POINT (2682610.8 1248390.4)"
"63425","IQ-2040","POINT (2682596.2 1248467.2)"
"1343","IQ-1316","POINT (2682865.2 1248700.1)"
"1448","IQ-1317","POINT (2682870.5 1248695.8)"
"223760","IQ-3483","POINT (2682749.8 1248329.9)"
"32276","IQ-581","POINT (2682594.8 1248565.4)"
"59927","IQ-2028","POINT (2682622.2 1248485.6)"
"63473","IQ-1144","POINT (2682492.5 1248571.4)"
"32279","IQ-582","POINT (2682602 1248557.4)"
"42767","IQ-1340","POINT (2682973.2 1248583.5)"
"1463","IQ-1323","POINT (2682901 1248670.4)"
"161612","IQ-2607","POINT (2682722.8 1248669.9)"
"3002","IQ-1288","POINT (2682695.5 1248841.1)"
"13820","WP-2681","POINT (2682637.8 1249064.6)"
"14228","UN-5154","POINT (2682693.8 1249001)"
"122264","IQ-1287","POINT (2682690.2 1248845.4)"
"15104","UN-5144","POINT (2682677.2 1249003.2)"
"13823","WP-2682","POINT (2682638.8 1249064.4)"
"14222","UN-5150","POINT (2682694 1248993.8)"
"94523","WP-2685","POINT (2682665.2 1249034.5)"
"11768","UN-5153","POINT (2682705.5 1248983.2)"
"15101","UN-5156","POINT (2682689.2 1249006.2)"
"14225","UN-5151","POINT (2682696 1248987.1)"
"94526","WP-2687","POINT (2682673.5 1249029.1)"
"14213","UN-5145","POINT (2682675.2 1249007.9)"
"2999","IQ-1285","POINT (2682680.2 1248854)"
"103787","WP-2692","POINT (2682678.5 1249024)"
"122267","IQ-1289","POINT (2682700.8 1248836.9)"
"15107","WP-2684","POINT (2682654.5 1249048.4)"
"32231","IQ-1282","POINT (2682659.5 1248871)"
"15098","UN-5155","POINT (2682690.8 1249004.5)"
"35","WP-1459","POINT (2682702 1249030.8)"
"94913","WP-2688","POINT (2682671.8 1249027.5)"
"42026","IQ-2037","POINT (2682710.8 1248743.5)"
"107393","IQ-1286","POINT (2682685.2 1248849.6)"
"122270","IQ-1292","POINT (2682716 1248824)"
"94916","WP-2689","POINT (2682675.2 1249025.8)"
"67670","UN-5152","POINT (2682703 1248984.4)"
"2996","IQ-1283","POINT (2682665 1248866.6)"
"14207","WP-2683","POINT (2682653.5 1249062.8)"
"3008","IQ-1291","POINT (2682710.8 1248828.2)"
"65945","WP-2990","POINT (2682681 1249052.9)"
"127190","UN-5157","POINT (2682687.8 1249007.9)"
"14219","UN-5149","POINT (2682687.8 1248994.4)"
"42020","IQ-2036","POINT (2682716 1248740.8)"
"68642","UN-5146","POINT (2682672.2 1249004.5)"
"3005","IQ-1290","POINT (2682705.8 1248832.6)"
"69443","WP-2865","POINT (2682695.5 1249042.4)"
"94919","WP-2690","POINT (2682677.5 1249025.8)"
"14216","UN-5147","POINT (2682665.2 1249009.5)"
"32228","IQ-1284","POINT (2682675.2 1248858.1)"
"42023","IQ-2038","POINT (2682708 1248746.2)"
"15095","UN-5148","POINT (2682686.5 1248996.6)"
"14210","UN-5143","POINT (2682685.2 1249011.6)"
"94520","WP-2686","POINT (2682669 1249033.1)"
"3776","IQ-1224","POINT (2682331.2 1249069.9)"
"2372","IQ-1657","POINT (2682574.2 1248748.9)"
"174161","IQ-2294","POINT (2682463.2 1248946.6)"
"129860","IQ-1372","POINT (2682517.8 1248946.9)"
"3449","IQ-1652","POINT (2682470 1248850.8)"
"3452","IQ-1653","POINT (2682463.2 1248858)"
"166673","IQ-2286","POINT (2682415 1248930.9)"
"1592","IQ-1359","POINT (2682508.8 1248998.1)"
"13445","WP-2664","POINT (2682607.5 1249093.5)"
"30086","IQ-2493","POINT (2682449 1248795.2)"
"29849","IQ-2528","POINT (2682419.2 1248776.2)"
"29936","IQ-2468","POINT (2682467.5 1248783)"
"30260","IQ-1585","POINT (2682390.2 1248910.6)"
"3422","IQ-1587","POINT (2682372 1248930.1)"
"29951","IQ-2487","POINT (2682451.8 1248789.2)"
"3149","IQ-1385","POINT (2682421.5 1248829.4)"
"125570","IQ-1655","POINT (2682531 1248756.5)"
"35237","IQ-2672","POINT (2682385.8 1248855.6)"
"29738","IQ-2502","POINT (2682381.2 1248816.5)"
"3146","IQ-1382","POINT (2682416.5 1248841.2)"
"29729","IQ-2532","POINT (2682367.2 1248834.5)"
"174647","IQ-2311","POINT (2682500.5 1248953.9)"
"30359","IQ-1067","POINT (2682352.5 1248745.6)"
"32297","IQ-1049","POINT (2682360.5 1248824.5)"
"32291","IQ-1051","POINT (2682334.8 1248853.1)"
"29597","IQ-2536","POINT (2682355 1248870.1)"
"174146","IQ-2305","POINT (2682418 1248966.1)"
"174650","IQ-2306","POINT (2682433.8 1248979)"
"52451","IQ-2614","POINT (2682381.2 1248920.2)"
"13796","WP-2673","POINT (2682589.8 1249107.5)"
"30353","IQ-1065","POINT (2682371.8 1248773.2)"
"52778","IQ-3190","POINT (2682408 1248771.2)"
"35420","IQ-1384","POINT (2682408.2 1248829.5)"
"29855","IQ-2471","POINT (2682447.5 1248771.5)"
"129980","IQ-1378","POINT (2682465.5 1248897.6)"
"1619","IQ-1392","POINT (2682417 1248823)"
"29579","IQ-2508","POINT (2682339.2 1248903.8)"
"29600","IQ-2537","POINT (2682358 1248873)"
"174158","IQ-2293","POINT (2682456 1248945.9)"
"29726","IQ-2533","POINT (2682362 1248840)"
"3170","IQ-1393","POINT (2682412 1248815.8)"
"29714","IQ-2541","POINT (2682377.8 1248891.5)"
"3611","IQ-1658","POINT (2682564.2 1248760.9)"
"1601","IQ-1363","POINT (2682543.5 1248967.6)"
"44225","IQ-2520","POINT (2682381.8 1249029)"
"3512","IQ-2302","POINT (2682389.8 1248941.6)"
"35243","IQ-2674","POINT (2682396 1248857.1)"
"1610","IQ-1368","POINT (2682607.2 1248914.4)"
"28535","IQ-2518","POINT (2682365.5 1249014.1)"
"29942","IQ-2475","POINT (2682456.8 1248818.9)"
"29645","IQ-1234","POINT (2682324.8 1248864.2)"
"129971","IQ-1375","POINT (2682491.5 1248922.1)"
"30080","IQ-2485","POINT (2682443 1248793.1)"
"99845","IQ-1660","POINT (2682547.5 1248774.2)"
"1616","IQ-1370","POINT (2682622.5 1248901.6)"
"29933","IQ-2469","POINT (2682462.8 1248779)"
"32303","IQ-1047","POINT (2682378.5 1248804.6)"
"129974","IQ-1376","POINT (2682483 1248914)"
"174638","IQ-2301","POINT (2682475.5 1248982.2)"
"174140","IQ-2287","POINT (2682396.5 1248935.6)"
"228044","IQ-2308","POINT (2682482.2 1248974)"
"28412","IQ-2492","POINT (2682445.5 1248799.1)"
"30071","IQ-2482","POINT (2682435.2 1248806)"
"35216","IQ-2513","POINT (2682342 1248891.5)"
"32300","IQ-1048","POINT (2682370.8 1248813.2)"
"48473","IQ-3139","POINT (2682333.8 1248895.9)"
"99935","IQ-1364","POINT (2682559.8 1248953.9)"
"3125","IQ-1225","POINT (2682319.8 1249059.1)"
"13793","WP-2672","POINT (2682592.5 1249103.6)"
"29735","IQ-2503","POINT (2682379.5 1248818.4)"
"13439","WP-2661","POINT (2682617.5 1249085.2)"
"174629","IQ-2298","POINT (2682475.8 1248969.1)"
"35339","IQ-2675","POINT (2682396.8 1248863.4)"
"3152","IQ-1386","POINT (2682425.8 1248835.1)"
"1613","IQ-1369","POINT (2682617.2 1248906)"
"28427","IQ-2524","POINT (2682391.2 1248995.1)"
"28532","IQ-2519","POINT (2682377.2 1249016.4)"
"3131","IQ-1360","POINT (2682513 1248994.1)"
"29591","IQ-2534","POINT (2682349.5 1248864.8)"
"1478","IQ-1355","POINT (2682463.8 1249038.1)"
"45038","IQ-2671","POINT (2682338 1248896.5)"
"13448","WP-2665","POINT (2682606.8 1249094.8)"
"30065","IQ-2480","POINT (2682441.5 1248812)"
"2252","IQ-1646","POINT (2682449.5 1248848)"
"45035","IQ-2507","POINT (2682332.8 1248901.9)"
"29930","IQ-2470","POINT (2682452.5 1248776)"
"29732","IQ-2531","POINT (2682375 1248825.5)"
"1595","IQ-1361","POINT (2682523.8 1248984.9)"
"29477","IQ-2512","POINT (2682344 1248898.4)"
"44","IQ-2370","POINT (2682327 1248831.1)"
"35234","IQ-2494","POINT (2682390.2 1248861.2)"
"1598","IQ-1362","POINT (2682533.5 1248976.2)"
"13460","WP-2669","POINT (2682598 1249100.1)"
"3140","IQ-1380","POINT (2682426.2 1248855.1)"
"29720","IQ-2543","POINT (2682389 1248901.9)"
"29834","IQ-2496","POINT (2682396 1248848.8)"
"29825","IQ-2501","POINT (2682400 1248875.4)"
"29603","IQ-2538","POINT (2682363.5 1248878)"
"174143","IQ-2304","POINT (2682414.2 1248961)"
"174641","IQ-2310","POINT (2682491.8 1248962.1)"
"29582","IQ-2509","POINT (2682341.8 1248910.4)"
"29723","IQ-2504","POINT (2682355 1248847.6)"
"2366","IQ-1650","POINT (2682485.8 1248809.5)"
"144542","IQ-2290","POINT (2682437.5 1248949.6)"
"13457","WP-2668","POINT (2682603 1249098.5)"
"52445","IQ-2612","POINT (2682478.2 1248842.1)"
"32306","IQ-1044","POINT (2682418 1248760.1)"
"29837","IQ-2498","POINT (2682389.8 1248845.8)"
"29642","IQ-2616","POINT (2682367.5 1248962)"
"1604","IQ-1365","POINT (2682576 1248940.4)"
"2375","IQ-1659","POINT (2682564.2 1248775.5)"
"44219","IQ-2611","POINT (2682484.2 1248835.6)"
"3128","IQ-1226","POINT (2682309.2 1249049.1)"
"29585","IQ-2511","POINT (2682350.8 1248900.4)"
"2111","IQ-1582","POINT (2682426.5 1248872.1)"
"1586","IQ-1357","POINT (2682473.8 1249029.1)"
"67742","IQ-3424","POINT (2682344 1248858.8)"
"30068","IQ-2481","POINT (2682439 1248809.4)"
"45041","IQ-2545","POINT (2682339.2 1248887.8)"
"3863","IQ-2283","POINT (2682447.2 1248885)"
"28406","IQ-2490","POINT (2682452.5 1248798.6)"
"2363","IQ-1649","POINT (2682477.5 1248818.1)"
"1589","IQ-1358","POINT (2682483.5 1249020.2)"
"174167","IQ-2296","POINT (2682469.8 1248953.1)"
"30074","IQ-2483","POINT (2682435.2 1248801.5)"
"174170","IQ-2297","POINT (2682475.2 1248959.9)"
"29957","IQ-2489","POINT (2682457.8 1248795.2)"
"3446","IQ-1644","POINT (2682375.5 1248953)"
"30347","IQ-1080","POINT (2682299.2 1248732.2)"
"30296","IQ-1052","POINT (2682314.8 1248875.5)"
"1727","IQ-1395","POINT (2682402 1248801.5)"
"52439","IQ-1046","POINT (2682397.8 1248782.6)"
"28430","IQ-2525","POINT (2682392.5 1248983)"
"174635","IQ-2300","POINT (2682460 1248975.4)"
"228047","IQ-2849","POINT (2682486.2 1248971.2)"
"174155","IQ-2292","POINT (2682451 1248936.9)"
"13454","WP-2667","POINT (2682604.5 1249096.1)"
"11771","IQ-2377","POINT (2682551.2 1248990.9)"
"28409","IQ-2491","POINT (2682449 1248802.5)"
"30005","IQ-2618","POINT (2682412.2 1248835.5)"
"32312","IQ-1042","POINT (2682444.8 1248729.9)"
"28418","IQ-2515","POINT (2682407.5 1248965.4)"
"32294","IQ-1050","POINT (2682350.5 1248835.8)"
"174632","IQ-2299","POINT (2682467.8 1248976.4)"
"3167","IQ-1391","POINT (2682403.2 1248822.6)"
"29846","IQ-2529","POINT (2682414 1248782.4)"
"13442","WP-2662","POINT (2682616 1249084)"
"3443","IQ-1642","POINT (2682317.5 1249015.5)"
"29831","IQ-2497","POINT (2682391.5 1248852.6)"
"125564","IQ-1663","POINT (2682514.2 1248809.4)"
"29711","IQ-2540","POINT (2682374.5 1248888.1)"
"52673","IQ-3193","POINT (2682346 1249084)"
"3155","IQ-1387","POINT (2682430.2 1248841.5)"
"45032","IQ-2516","POINT (2682361 1249002.2)"
"2369","IQ-1654","POINT (2682515.8 1248771.8)"
"30317","IQ-1039","POINT (2682434.2 1248730.5)"
"3500","IQ-1980","POINT (2682357.8 1248979.5)"
"1724","IQ-1394","POINT (2682407 1248808.5)"
"29939","IQ-2467","POINT (2682471.8 1248786.6)"
"28415","IQ-2303","POINT (2682405 1248955.8)"
"174644","IQ-2312","POINT (2682505.2 1248954.9)"
"29471","IQ-2544","POINT (2682342.5 1248886.4)"
"3134","IQ-1366","POINT (2682591.2 1248927.9)"
"30362","IQ-1068","POINT (2682344 1248733.4)"
"29948","IQ-2473","POINT (2682431.2 1248790.8)"
"145502","IQ-2282","POINT (2682407.2 1248923.2)"
"29717","IQ-2542","POINT (2682383 1248896.4)"
"3158","IQ-1388","POINT (2682434.5 1248847.8)"
"13814","WP-2679","POINT (2682576.8 1249116.9)"
"13799","WP-2674","POINT (2682587.8 1249107.8)"
"29468","IQ-2506","POINT (2682350.5 1248888.8)"
"13805","WP-2676","POINT (2682581.5 1249112.8)"
"3143","IQ-1381","POINT (2682421.2 1248847.9)"
"29954","IQ-2488","POINT (2682454.8 1248792.5)"
"28436","IQ-2527","POINT (2682364 1248980.5)"
"13436","WP-2660","POINT (2682614.5 1249087.1)"
"29828","IQ-2495","POINT (2682400.8 1248859.5)"
"3866","IQ-2285","POINT (2682402.5 1248929.5)"
"29474","IQ-2547","POINT (2682330.2 1248899)"
"125672","IQ-1656","POINT (2682524.5 1248741.4)"
"13463","WP-2670","POINT (2682595.2 1249101.5)"
"28424","IQ-2522","POINT (2682409.2 1249010.9)"
"35240","IQ-2673","POINT (2682400.2 1248853.9)"
"1481","IQ-1356","POINT (2682468.8 1249033.6)"
"29606","IQ-2539","POINT (2682369.5 1248883.9)"
